NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
1	ANIMAL	619	ANIMAL
2	AVOCADO	3725	AVOCADO
3	BACK	1291	BACK
4	BANANA	399	PLANTAIN
5	TORTILLA BASKET		
6	BELLY OR STOMACH	819	STOMACH
7	BIG (PLURAL)	1202	BIG
8	BIG (SINGULAR)	1202	BIG
9	BIRD	937	BIRD
10	BLACK	163	BLACK
11	BONE	1394	BONE
12	BROTHER (OF MAN)	1262	BROTHER
13	CAT	1208	CAT
14	CHAYOTE		
15	CHILD (DESCENDANT)	1620	SON
16	CLOTH OR CLOTHES	1616	CLOTH
17	COOKING POT	3653	COOKING POT
18	CORN	506	MAIZE
19	CORN FIELD	449	CORN FIELD
20	CROSS-SEX SIBLING		
21	DAY (24 HOURS)	1225	DAY (NOT NIGHT)
22	ALL DAY		
23	DEER	1936	DEER
24	DEW	1977	DEW
25	DISEASE	1986	DISEASE
26	DOG	2009	DOG
27	EGG	744	EGG
28	EIGHT	1705	EIGHT
29	FACE	1560	FACE
30	FAR	1406	FAR
31	FAT (FROM ANIMALS)	323	FAT (ORGANIC SUBSTANCE)
32	FATHER	1217	FATHER
33	FIFTEEN	1709	FIFTEEN
34	FISH	227	FISH
35	FIVE	493	FIVE
36	FLOWER	239	FLOWER
37	FOOT	1301	FOOT
38	FOUR	1500	FOUR
39	GOOD	1035	GOOD
40	GRASS	606	GRASS
41	GRASSHOPPER	607	GRASSHOPPER
42	MIDDLE	1093	MIDDLE
43	HAND	1277	HAND
44	HEAVY	1210	HEAVY
45	HEN	1514	HEN
46	HOLE	1667	HOLE
47	HORN (ANATOMY)	1393	HORN (ANATOMY)
48	HOT	1286	HOT
49	HOUSE	1252	HOUSE
50	LONG (PLURAL)	1203	LONG
51	LONG (SINGULAR)	1203	LONG
52	LIME (MATERIAL)	2540	LIME (MATERIAL)
53	MAN	1554	MAN
54	MEAT	2615	FLESH OR MEAT
55	MEDICINE	1372	MEDICINE
56	METAL	2244	METAL
57	MONEY	1559	MONEY
58	MOTHER	1216	MOTHER
59	MOTHER VOCATIVE	1216	MOTHER
60	MOUNTAIN OR HILL	1683	BUSH
61	MOUTH	674	MOUTH
62	MUD	640	MUD
63	MOUSE	1491	MOUSE
64	MUSHROOM	641	MUSHROOM
65	SONG	1096	SONG
66	NEAR	1942	NEAR
67	NIGHT TIME		
68	NINE	1483	NINE
69	NOSE	1221	NOSE
70	NOW OR TODAY	1376	NOW
71	ONE	1493	ONE
72	PAPER	648	PAPER
73	PATH	2252	PATH
74	PIG	1337	PIG
75	PLATE	480	PLATE
76	POOR	1674	POOR
77	POSSUM	470	POSSUM
78	PRICKLY PEAR CACTUS		
79	PRIEST	852	PRIEST
80	PUMPKIN	411	GOURD
81	RABBIT	1136	RABBIT
82	RAIN (PRECIPITATION)	658	RAIN (PRECIPITATION)
83	RED	156	RED
84	RICH	712	RICH
85	ROOSTER	1511	ROOSTER
86	ROPE	1218	ROPE
87	SALT	1274	SALT
88	SALTY	1091	SALTY
89	SCORPION	1538	SCORPION
90	SEVEN	1704	SEVEN
91	SHEEP	1331	SHEEP
92	SIX	1703	SIX
93	SLOW	701	SLOW
94	SMALL (SINGULAR)	1246	SMALL
95	SNAKE	730	SNAKE
96	STONE OR ROCK	857	STONE
97	SUGAR CANE	146	SUGAR CANE
98	TASTY	1813	TASTY
99	TEN	1515	TEN
100	THREAD	1161	THREAD
101	THREE	492	THREE
102	TOMATO	986	TOMATO
103	TORTILLA		
104	TOWN OR VILLAGE	930	VILLAGE
105	TREE	906	TREE
106	TWENTY	1710	TWENTY
107	TWO	1498	TWO
108	UGLY	1548	UGLY
109	WATER	948	WATER
110	WHEN	1238	WHEN
111	WHITE	1335	WHITE
112	WING	1257	WING
113	WOMAN	962	WOMAN
114	WORD	1599	WORD
115	WORKING OR WORK	984	WORK (LABOUR)
116	YEAR	1226	YEAR
117	YELLOW	1424	YELLOW
118	YESTERDAY	1174	YESTERDAY
119	AUNT	1272	AUNT
120	BASKET	1539	BASKET
121	BEAN	832	BEAN
122	BEESWAX	1931	BEESWAX
123	CHARCOAL	1188	CHARCOAL
124	CHILI PEPPER	919	CHILI PEPPER
125	CLOTH	1616	CLOTH
126	CLOUD	1489	CLOUD
127	COTTON	1850	COTTON
128	CUSTARD APPLE		
129	DAUGHTER	1357	DAUGHTER
130	DAY (NOT NIGHT)	1225	DAY (NOT NIGHT)
131	EAR	1247	EAR
132	EAR OF CORN (FRESH)		
133	BLAME	381	BLAME
134	FIRE	221	FIRE
135	GOURD BOWL		
136	HAIR	1040	HAIR
137	HALF	816	HALF
138	HORSE	615	HORSE
139	LAZY	1564	LAZY
140	MOON	1313	MOON
141	NECK	1333	NECK
142	NETBAG	293	NETBAG
143	NIGHT	1233	NIGHT
144	OWNER	1036	OWNER
145	RAW	1959	RAW
146	RIVER	666	RIVER
147	SANDAL		
148	SISTER (OF WOMAN)	1263	SISTER
150	TAIL	1220	TAIL
151	UNCLE	1327	UNCLE
152	ANT	587	ANT
153	ASH	646	ASH
154	BED	1663	BED
155	BEE	665	BEE
156	BIG	1202	BIG
157	BITTER	887	BITTER
158	BLOOD	946	BLOOD
159	BLOUSE (WOVEN)		
160	COLD	1287	COLD
161	COMB	1475	COMB
162	DREAM	1920	DREAM (SOMETHING)
163	DUST	2	DUST
164	FEATHER	1201	FEATHER
165	FOAM	1768	FOAM
166	FROG	503	FROG
167	FURROW	1794	FURROW
168	GARBAGE	909	GARBAGE
169	GREEN	1425	GREEN
170	GRIDDLE		
171	HONEY	942	HONEY
172	INTESTINES	1251	BELLY
173	JEALOUS	2821	JEALOUS
174	LONG	1203	LONG
175	LIGHTNING	1654	LIGHTNING
176	MAMEY OR ZAPOTE		
177	MAT	195	MAT
178	IRON	621	IRON
179	NET	388	FISHNET
180	NEW	1231	NEW
181	OVEN	1143	OVEN
182	PIMPLE	605	GRAIN
183	PLAIN	652	PLAIN
184	PUS	1808	PUS
185	RING	1374	RING
186	ROOT	670	ROOT
187	SKUNK		
188	SMOKE (EXHAUST)	778	SMOKE (EXHAUST)
189	SMOOTH	1234	SMOOTH
190	SOAP	788	SOAP
191	SON	1620	SON
192	STOOL	1476	CHAIR
193	SWELLING	1903	SWELLING
194	TASSEL		
195	THORN	124	THORN
196	TONGUE	1205	TONGUE
197	TOOTH	1380	TOOTH
198	URINE	1142	URINE
199	WIDE	1243	WIDE
200	BOX OR CHEST	1592	CHEST
201	TORTILLA CLOTH		
202	COCKROACH	1575	COCKROACH
203	CORN DOUGH	273	DOUGH
204	CORN STALK		
205	FINGERNAIL	1258	FINGERNAIL
206	GREEN BEAN		
207	HAWK	1865	BUZZARD
208	MUROID (MOUSE OR RAT)	2139	MUROID (MOUSE OR RAT)
209	NIXTAMAL		
210	POST	281	POST
211	RACCOON	828	RACCOON
212	SMALL (PLURAL)	1246	SMALL
213	SQUIRREL	1628	SQUIRREL
214	SWEET POTATO	159	SWEET POTATO
215	VULTURE	1185	VULTURE
216	BROTHER	1262	BROTHER
217	HERBACEOUS PLANT	628	LEAF
218	MAGUEY		
219	MAMEY		
220	ZAPOTE		
221	MUSIC	642	MUSIC
222	SISTER	1263	SISTER
223	TROUSERS	809	TROUSERS
224	CHICKEN	1318	CHICKEN
225	THUNDER	1150	THUNDER
226	RAT	1490	RAT
227	CLOTHES	1895	CLOTHES
228	ZAPOTE (BLACK)		
229	FATHER VOCATIVE	1217	FATHER
234	SLEEPY	3620	SLEEPY
236	LOOSE	2506	LOOSE
237	MEZZANINE		
239	COFFIN	2011	COFFIN
244	CORN HUSK	3686	CORN HUSK
250	EAGLE	1905	EAGLE
252	FALCON	3258	FALCON
262	LEG	1297	LEG
266	SLIPPERY	3702	SLIPPERY
271	LIQUID	58	LIQUID
275	SWEET	717	SWEET
277	GAVILUCHA		
