Grapheme	IPA	Frequency
^nd	ⁿd	19
u	u ³	37
v	β	20
í$	i ⁵	6
^qu	k	5
ɨ	ɨ ³	14
t	t	22
ɨ$	ɨ ³	7
^t	t	27
y	j	29
o	o ³	11
c	k	23
ó$	o ⁵	4
^n	n	15
a	a ³	42
à$	a ¹	25
í	i ⁵	7
x	ʃ	11
i$	i ³	18
ú	u ⁵	13
u$	u ³	19
^ts	ts	15
à	a ¹	16
i	i ³	26
ty	tʲ	
^ty	tʲ	
$	NULL	14
ì	i ¹	14
tyi	tʲ i ³	5
o$	o ³	6
^ñ	ɲ	8
ù	u ¹	21
ñ	ɲ	23
ù$	u ¹	13
^y	j	32
m	m	16
ts	ts	15
h	ʔ	53
n	n	12
^c	k	27
^s	s	8
á	a ⁵	13
a$	a ³	21
^ù	u ¹	2
uun$	ũ ³ ũ ³	1
ɨ̀	ɨ ¹	8
ɨ̀$	ɨ ¹	8
^x	ʃ	5
n$	n	12
qu	k	3
^m	m	5
s	s	7
ú$	u ⁵	6
ɨ́$	ɨ ⁵	4
e	e ³	8
e$	e ³	4
^j	h	8
^v	β	9
ò$	o ¹	9
-	+	11
àn$	ã ¹	5
ùn$	ũ ¹	
in$	ĩ ³	4
ì$	i ¹	5
an$	ã ³	3
^i	i ³	12
tyì	tʲ i ¹	4
è$	e ¹	2
á$	a ⁵	8
^u	u ³	6
tyá	tʲ a ⁵	1
un$	ũ ³	5
^r	ɾ	1
r	ɾ	2
ò	o ¹	5
cua	kʷ a ³	2
cuá	kʷ a ⁵	
^cua	kʷ a ³	
^ɨ	ɨ ³	1
^ì	i ¹	3
ó	o ⁵	1
ɨ́	ɨ ⁵	2
ny	nʲ	1
^ny	nʲ	
j	h	1
^mb	ᵐb	2
è	e ¹	3
^l	l	3
é$	e ⁵	1
l	l	1
^à	a ¹	1
^o	o ³	1
^á	a ⁵	1
ín$	ĩ ⁵	2
ìn$	ĩ ¹	1
án$	ã ⁵	1
^cuì	kʷ i ¹	
^cuí	kʷ i ⁵	
^cui	kʷ i ³	
ɨn$	ɨ̃ ³	
in$	ĩ ³	
ùn	ũ ¹	
^cue	kʷ e ³	
ɨ̀n$	ɨ̄ ¹	
ìn$	ĩ ¹	